"From","To","from","to"
"PRKACB","HLA-A",2293,1261
"PRKACG","HLA-A",2294,1261
"PRKX","HLA-A",2315,1261
"PRKY","HLA-A",2316,1261
"PRKACB","LRP1",2293,1567
"PRKACG","LRP1",2294,1567
"PRKX","LRP1",2315,1567
"PRKY","LRP1",2316,1567
"PRKCH","GNA15",2304,1117
"PRKCA","GNA15",2299,1117
"PRKCB","GNA15",2300,1117
"PRKCD","GNA15",2301,1117
"PRKCE","GNA15",2302,1117
"PRKCG","GNA15",2303,1117
"PRKCI","GNA15",2305,1117
"PRKCQ","GNA15",2306,1117
"PRKCZ","GNA15",2307,1117
"GRK4","MC4R",1155,1682
"GRK5","MC4R",1156,1682
"GRK6","MC4R",1157,1682
"GRK1","MC4R",1154,1682
"GRK7","MC4R",1158,1682
"PRKACB","MC4R",2293,1682
"PRKACG","MC4R",2294,1682
"PRKX","MC4R",2315,1682
"PRKY","MC4R",2316,1682
"PRKACB","CIITA",2293,566
"PRKACG","CIITA",2294,566
"PRKX","CIITA",2315,566
"PRKY","CIITA",2316,566
"PRKACB","PTPN7",2293,2373
"PRKACG","PTPN7",2294,2373
"PRKX","PTPN7",2315,2373
"PRKY","PTPN7",2316,2373
"CAMK2B","SPR",350,2854
"CAMK2D","SPR",351,2854
"PRKACA","PTGER4",2292,2352
"PRKACB","PTGER4",2293,2352
"PRKACG","PTGER4",2294,2352
"PRKX","PTGER4",2315,2352
"PRKY","PTGER4",2316,2352
"PRKCH","PTGER4",2304,2352
"PRKCA","PTGER4",2299,2352
"PRKCB","PTGER4",2300,2352
"PRKCD","PTGER4",2301,2352
"PRKCE","PTGER4",2302,2352
"PRKCG","PTGER4",2303,2352
"PRKCI","PTGER4",2305,2352
"PRKCQ","PTGER4",2306,2352
"PRKCZ","PTGER4",2307,2352
"PRKACB","ADD1",2293,49
"PRKACG","ADD1",2294,49
"PRKX","ADD1",2315,49
"PRKY","ADD1",2316,49
"PRKCH","ADD2",2304,50
"PRKCB","ADD2",2300,50
"PRKCE","ADD2",2302,50
"PRKCG","ADD2",2303,50
"PRKCI","ADD2",2305,50
"PRKCQ","ADD2",2306,50
"PRKACB","ADD2",2293,50
"PRKACG","ADD2",2294,50
"PRKX","ADD2",2315,50
"PRKY","ADD2",2316,50
"CSNK2A2","DDIT3",637,707
"CSNK2A3","DDIT3",638,707
"MAPK11","DDIT3",1640,707
"MAPK12","DDIT3",1641,707
"MAPK13","DDIT3",1642,707
"PRKCH","OPRD1",2304,1993
"PRKCB","OPRD1",2300,1993
"PRKCG","OPRD1",2303,1993
"PRKCI","OPRD1",2305,1993
"PRKCQ","OPRD1",2306,1993
"PRKCZ","OPRD1",2307,1993
"PRKCH","CASR",2304,379
"PRKCD","CASR",2301,379
"PRKCE","CASR",2302,379
"PRKCI","CASR",2305,379
"PRKCQ","CASR",2306,379
"PRKCZ","CASR",2307,379
"PRKACB","AQP2",2293,140
"PRKACG","AQP2",2294,140
"PRKX","AQP2",2315,140
"PRKY","AQP2",2316,140
"CSNK2A3","PPP1R2",638,2259
"CSNK2A1","POLR2F",636,2223
"CSNK2A2","POLR2F",637,2223
"CSNK2A3","POLR2F",638,2223
"MAPK10","ELK3",1639,869
"CAMK2B","GRIA1",350,1146
"CAMK2D","GRIA1",351,1146
"PRKCH","GRIA1",2304,1146
"PRKCB","GRIA1",2300,1146
"PRKCD","GRIA1",2301,1146
"PRKCE","GRIA1",2302,1146
"PRKCG","GRIA1",2303,1146
"PRKCI","GRIA1",2305,1146
"PRKCQ","GRIA1",2306,1146
"PRKCZ","GRIA1",2307,1146
"PRKACB","GRIA1",2293,1146
"PRKACG","GRIA1",2294,1146
"PRKX","GRIA1",2315,1146
"PRKY","GRIA1",2316,1146
"MAPK6","LIFR",1647,1540
"MAPK4","LIFR",1646,1540
"MAPK8","LIFR",1649,1540
"MAPK9","LIFR",1652,1540
"MAPK10","LIFR",1639,1540
"NLK","LIFR",1904,1540
"MAPK14","LIFR",1643,1540
"MAPK11","LIFR",1640,1540
"MAPK12","LIFR",1641,1540
"MAPK13","LIFR",1642,1540
"MAPK7","LIFR",1648,1540
"MAPK15","LIFR",1644,1540
"AKT2","MAP2K4",90,1610
"AKT3","MAP2K4",91,1610
"PHKG1","PHKA1",2128,2127
"PHKG2","PHKA1",2129,2127
"PRKACB","RAP1GAP",2293,2441
"PRKACG","RAP1GAP",2294,2441
"PRKX","RAP1GAP",2315,2441
"PRKY","RAP1GAP",2316,2441
"GSK3B","RAP1GAP",1164,2441
"PRKCD","KCNJ4",2301,1441
"PRKCH","GRIA4",2304,1148
"PRKCB","GRIA4",2300,1148
"PRKCD","GRIA4",2301,1148
"PRKCE","GRIA4",2302,1148
"PRKCI","GRIA4",2305,1148
"PRKCQ","GRIA4",2306,1148
"PRKCZ","GRIA4",2307,1148
"PRKACB","GRIA4",2293,1148
"PRKACG","GRIA4",2294,1148
"PRKX","GRIA4",2315,1148
"PRKY","GRIA4",2316,1148
"CSNK2A3","RGS19",638,2519
"PRKCH","RGS19",2304,2519
"PRKCB","RGS19",2300,2519
"PRKCD","RGS19",2301,2519
"PRKCE","RGS19",2302,2519
"PRKCG","RGS19",2303,2519
"PRKCI","RGS19",2305,2519
"PRKCQ","RGS19",2306,2519
"PRKCZ","RGS19",2307,2519
"CSNK1E","PSEN2",632,2335
"CSNK1G2","PSEN2",634,2335
"CSNK1G3","PSEN2",635,2335
"CSNK1A1L","PSEN2",630,2335
"CSNK1G1","PSEN2",633,2335
"CSNK2A2","PSEN2",637,2335
"CSNK2A3","PSEN2",638,2335
"PRKACB","GSK3A",2293,1163
"PRKACG","GSK3A",2294,1163
"PRKX","GSK3A",2315,1163
"PRKY","GSK3A",2316,1163
"AKT2","GSK3A",90,1163
"AKT3","GSK3A",91,1163
"PRKCE","GSK3A",2302,1163
"PRKCI","GSK3A",2305,1163
"PRKCQ","GSK3A",2306,1163
"PRKCZ","GSK3A",2307,1163
"GRK4","CCR5",1155,420
"GRK5","CCR5",1156,420
"GRK6","CCR5",1157,420
"GRK1","CCR5",1154,420
"GRK7","CCR5",1158,420
"PRKCH","XK",2304,3311
"PRKCA","XK",2299,3311
"PRKCB","XK",2300,3311
"PRKCD","XK",2301,3311
"PRKCE","XK",2302,3311
"PRKCG","XK",2303,3311
"PRKCI","XK",2305,3311
"PRKCQ","XK",2306,3311
"PRKCZ","XK",2307,3311
"CSNK2A1","XK",636,3311
"CSNK2A2","XK",637,3311
"CSNK2A3","XK",638,3311
"CSNK2A3","GTF2A1",638,1169
"PRKACB","THOP1",2293,3049
"PRKACG","THOP1",2294,3049
"PRKX","THOP1",2315,3049
"PRKY","THOP1",2316,3049
"RPS6KA5","DAPK1",2592,680
"RPS6KA4","DAPK1",2591,680
"RPS6KB1","DAPK1",2594,680
"RPS6KB2","DAPK1",2595,680
"RPS6KA2","DAPK1",2589,680
"RPS6KA6","DAPK1",2593,680
"DAPK2","DAPK1",681,680
"STK17A","DAPK1",2914,680
"STK17B","DAPK1",2915,680
"DAPK3","DAPK1",682,680
"GSK3A","ACLY",1163,26
"PRKACB","ACLY",2293,26
"PRKACG","ACLY",2294,26
"PRKX","ACLY",2315,26
"PRKY","ACLY",2316,26
"ROCK2","LIMK1",2559,1546
"MAPK6","RCAN1",1647,2485
"MAPK4","RCAN1",1646,2485
"MAPK8","RCAN1",1649,2485
"MAPK9","RCAN1",1652,2485
"MAPK10","RCAN1",1639,2485
"NLK","RCAN1",1904,2485
"MAPK14","RCAN1",1643,2485
"MAPK11","RCAN1",1640,2485
"MAPK12","RCAN1",1641,2485
"MAPK13","RCAN1",1642,2485
"MAPK7","RCAN1",1648,2485
"MAPK15","RCAN1",1644,2485
"GSK3A","RCAN1",1163,2485
"PRKAA1","PRKAA2",2289,2290
"PRKAA2","PRKAA2",2290,2290
"CSNK2A3","AQP4",638,141
"CSNK1D","BID",631,277
"CSNK1G2","BID",634,277
"CSNK1G3","BID",635,277
"CSNK1A1L","BID",630,277
"CSNK1G1","BID",633,277
"CSNK2A3","BID",638,277
"PRKACB","ASIC1",2293,191
"PRKACG","ASIC1",2294,191
"PRKX","ASIC1",2315,191
"PRKY","ASIC1",2316,191
"PRKCH","DAB2",2304,673
"PRKCA","DAB2",2299,673
"PRKCE","DAB2",2302,673
"PRKCI","DAB2",2305,673
"PRKCQ","DAB2",2306,673
"PRKCZ","DAB2",2307,673
"CAMK2B","HSF1",350,1294
"CAMK2G","HSF1",352,1294
"CSNK2A3","HSF1",638,1294
"MAPK9","HSF1",1652,1294
"MAPK10","HSF1",1639,1294
"MAPK6","HSF1",1647,1294
"MAPK4","HSF1",1646,1294
"NLK","HSF1",1904,1294
"MAPK7","HSF1",1648,1294
"MAPK15","HSF1",1644,1294
"PRKCH","EWSR1",2304,936
"PRKCD","EWSR1",2301,936
"PRKCE","EWSR1",2302,936
"PRKCG","EWSR1",2303,936
"PRKCI","EWSR1",2305,936
"PRKCQ","EWSR1",2306,936
"PRKCZ","EWSR1",2307,936
"CSNK2A3","SPIB",638,2849
"PRKACB","PLCB3",2293,2183
"PRKACG","PLCB3",2294,2183
"PRKX","PLCB3",2315,2183
"PRKY","PLCB3",2316,2183
"CAMK2D","PLCB3",351,2183
"PRKCH","TAGLN",2304,2984
"PRKCB","TAGLN",2300,2984
"PRKCE","TAGLN",2302,2984
"PRKCG","TAGLN",2303,2984
"PRKCI","TAGLN",2305,2984
"PRKCQ","TAGLN",2306,2984
"PRKCZ","TAGLN",2307,2984
"CSNK2A2","MEF2A",637,1705
"CSNK2A3","MEF2A",638,1705
"PRKACB","LIPE",2293,1552
"PRKACG","LIPE",2294,1552
"PRKX","LIPE",2315,1552
"PRKY","LIPE",2316,1552
"PRKAA2","LIPE",2290,1552
"CSNK1D","SLC18A2",631,2749
"CSNK1E","SLC18A2",632,2749
"CSNK1G2","SLC18A2",634,2749
"CSNK1G3","SLC18A2",635,2749
"CSNK1A1L","SLC18A2",630,2749
"CSNK1G1","SLC18A2",633,2749
"CSNK2A3","SLC18A2",638,2749
"PRKACB","GFPT1",2293,1088
"PRKACG","GFPT1",2294,1088
"PRKX","GFPT1",2315,1088
"PRKY","GFPT1",2316,1088
"PRKCH","APLP2",2304,132
"PRKCB","APLP2",2300,132
"PRKCD","APLP2",2301,132
"PRKCE","APLP2",2302,132
"PRKCG","APLP2",2303,132
"PRKCI","APLP2",2305,132
"PRKCQ","APLP2",2306,132
"PRKCZ","APLP2",2307,132
"PRKACB","PDE4B",2293,2071
"PRKACG","PDE4B",2294,2071
"PRKX","PDE4B",2315,2071
"PRKY","PDE4B",2316,2071
"PRKACB","CACNB2",2293,338
"PRKACG","CACNB2",2294,338
"PRKX","CACNB2",2315,338
"PRKY","CACNB2",2316,338
"PRKACB","DMTN",2293,756
"PRKACG","DMTN",2294,756
"PRKX","DMTN",2315,756
"PRKY","DMTN",2316,756
"PRKACB","CETN1",2293,537
"PRKACG","CETN1",2294,537
"PRKX","CETN1",2315,537
"PRKY","CETN1",2316,537
"PRKACB","KCNH2",2293,1433
"PRKACG","KCNH2",2294,1433
"PRKX","KCNH2",2315,1433
"PRKY","KCNH2",2316,1433
"CSNK2A3","PPP1R8",638,2266
"PRKACB","PPP1R8",2293,2266
"PRKACG","PPP1R8",2294,2266
"PRKX","PPP1R8",2315,2266
"PRKY","PPP1R8",2316,2266
"CAMK1G","ACACA",348,16
"CAMK1","ACACA",346,16
"CAMK4","ACACA",353,16
"CAMK1D","ACACA",347,16
"PNCK","ACACA",2210,16
"CSNK2A3","ACACA",638,16
"PRKAA2","PRKAA1",2290,2289
"PRKCH","GRM1",2304,1159
"PRKCB","GRM1",2300,1159
"PRKCD","GRM1",2301,1159
"PRKCE","GRM1",2302,1159
"PRKCG","GRM1",2303,1159
"PRKCI","GRM1",2305,1159
"PRKCQ","GRM1",2306,1159
"PRKCZ","GRM1",2307,1159
"PRKACB","PDE3B",2293,2069
"PRKACG","PDE3B",2294,2069
"PRKX","PDE3B",2315,2069
"PRKY","PDE3B",2316,2069
"PRKCH","KLF5",2304,1495
"PRKCA","KLF5",2299,1495
"PRKCB","KLF5",2300,1495
"PRKCE","KLF5",2302,1495
"PRKCG","KLF5",2303,1495
"PRKCI","KLF5",2305,1495
"PRKCQ","KLF5",2306,1495
"PRKCZ","KLF5",2307,1495
"CAMK1G","CAMK1",348,346
"CAMK4","CAMK1",353,346
"CAMK1D","CAMK1",347,346
"PNCK","CAMK1",2210,346
"PRKACB","HNRNPD",2293,1279
"PRKACG","HNRNPD",2294,1279
"PRKX","HNRNPD",2315,1279
"PRKY","HNRNPD",2316,1279
"PRKACB","GNA13",2293,1116
"PRKACG","GNA13",2294,1116
"PRKX","GNA13",2315,1116
"PRKY","GNA13",2316,1116
"PRKCH","HES1",2304,1242
"PRKCB","HES1",2300,1242
"PRKCD","HES1",2301,1242
"PRKCE","HES1",2302,1242
"PRKCG","HES1",2303,1242
"PRKCI","HES1",2305,1242
"PRKCQ","HES1",2306,1242
"PRKCZ","HES1",2307,1242
"PRKACB","LASP1",2293,1523
"PRKACG","LASP1",2294,1523
"PRKX","LASP1",2315,1523
"PRKY","LASP1",2316,1523
"PRKACB","NOLC1",2293,1914
"PRKACG","NOLC1",2294,1914
"PRKX","NOLC1",2315,1914
"PRKY","NOLC1",2316,1914
"PRKCH","NCF4",2304,1823
"PRKCB","NCF4",2300,1823
"PRKCE","NCF4",2302,1823
"PRKCG","NCF4",2303,1823
"PRKCI","NCF4",2305,1823
"PRKCQ","NCF4",2306,1823
"PRKCZ","NCF4",2307,1823
"PRKCB","PRKD1",2300,2308
"PRKCG","PRKD1",2303,2308
"PRKCI","PRKD1",2305,2308
"PRKCQ","PRKD1",2306,2308
"PRKCH","CYTH1",2304,669
"PRKCA","CYTH1",2299,669
"PRKCB","CYTH1",2300,669
"PRKCE","CYTH1",2302,669
"PRKCG","CYTH1",2303,669
"PRKCI","CYTH1",2305,669
"PRKCQ","CYTH1",2306,669
"PRKCZ","CYTH1",2307,669
"MAPK3","CEBPE",1645,515
"MAPK1","CEBPE",1638,515
"MAPK6","CEBPE",1647,515
"MAPK4","CEBPE",1646,515
"MAPK8","CEBPE",1649,515
"MAPK9","CEBPE",1652,515
"MAPK10","CEBPE",1639,515
"NLK","CEBPE",1904,515
"MAPK14","CEBPE",1643,515
"MAPK11","CEBPE",1640,515
"MAPK12","CEBPE",1641,515
"MAPK13","CEBPE",1642,515
"MAPK7","CEBPE",1648,515
"MAPK15","CEBPE",1644,515
"PRKACB","MYLK",2293,1791
"PRKACG","MYLK",2294,1791
"PRKX","MYLK",2315,1791
"PRKY","MYLK",2316,1791
"GSK3A","MYLK",1163,1791
"MAPK6","MYLK",1647,1791
"MAPK4","MYLK",1646,1791
"MAPK8","MYLK",1649,1791
"MAPK9","MYLK",1652,1791
"MAPK10","MYLK",1639,1791
"NLK","MYLK",1904,1791
"MAPK11","MYLK",1640,1791
"MAPK12","MYLK",1641,1791
"MAPK13","MYLK",1642,1791
"MAPK7","MYLK",1648,1791
"MAPK15","MYLK",1644,1791
"CAMK2A","VPS72",349,3275
"CAMK2B","VPS72",350,3275
"CAMK2G","VPS72",352,3275
"CAMK2D","VPS72",351,3275
"CSNK2A1","VPS72",636,3275
"CSNK2A2","VPS72",637,3275
"CSNK2A3","VPS72",638,3275
"PRKCH","VPS72",2304,3275
"PRKCA","VPS72",2299,3275
"PRKCB","VPS72",2300,3275
"PRKCD","VPS72",2301,3275
"PRKCE","VPS72",2302,3275
"PRKCG","VPS72",2303,3275
"PRKCI","VPS72",2305,3275
"PRKCQ","VPS72",2306,3275
"PRKCZ","VPS72",2307,3275
"PRKCH","NFE2L2",2304,1883
"PRKCE","NFE2L2",2302,1883
"PRKCG","NFE2L2",2303,1883
"PRKCQ","NFE2L2",2306,1883
"DAPK2","STX1A",681,2942
"STK17A","STX1A",2914,2942
"STK17B","STX1A",2915,2942
"DAPK3","STX1A",682,2942
"CSNK2A3","STX1A",638,2942
"CSNK2A2","OCLN",637,1986
"CSNK2A3","OCLN",638,1986
"PRKCD","OCLN",2301,1986
"PRKCI","OCLN",2305,1986
"PRKCQ","OCLN",2306,1986
"PRKCH","FSCN1",2304,1040
"PRKCB","FSCN1",2300,1040
"PRKCE","FSCN1",2302,1040
"PRKCG","FSCN1",2303,1040
"PRKCI","FSCN1",2305,1040
"PRKCQ","FSCN1",2306,1040
"PRKCZ","FSCN1",2307,1040
"CSNK2A2","IFI16",637,1324
"CSNK2A3","IFI16",638,1324
"PRKCH","MEP1B",2304,1713
"PRKCA","MEP1B",2299,1713
"PRKCB","MEP1B",2300,1713
"PRKCE","MEP1B",2302,1713
"PRKCG","MEP1B",2303,1713
"PRKCI","MEP1B",2305,1713
"PRKCQ","MEP1B",2306,1713
"PRKCZ","MEP1B",2307,1713
"PRKACA","PPP1R3A",2292,2263
"PRKACB","PPP1R3A",2293,2263
"PRKACG","PPP1R3A",2294,2263
"PRKX","PPP1R3A",2315,2263
"PRKY","PPP1R3A",2316,2263
"CSNK2A2","PACS1",637,2013
"CSNK2A3","PACS1",638,2013
"PRKACB","SLC4A4",2293,2761
"PRKACG","SLC4A4",2294,2761
"PRKX","SLC4A4",2315,2761
"PRKY","SLC4A4",2316,2761
"PRKCH","NRGN",2304,1959
"PRKCD","NRGN",2301,1959
"PRKCE","NRGN",2302,1959
"PRKCI","NRGN",2305,1959
"PRKCQ","NRGN",2306,1959
"PRKCZ","NRGN",2307,1959
"PRKACB","RYR2",2293,2624
"PRKACG","RYR2",2294,2624
"PRKX","RYR2",2315,2624
"PRKY","RYR2",2316,2624
"PRKACB","SYN2",2293,2966
"PRKACG","SYN2",2294,2966
"PRKX","SYN2",2315,2966
"PRKY","SYN2",2316,2966
"PRKACB","CUL5",2293,657
"PRKACG","CUL5",2294,657
"PRKX","CUL5",2315,657
"PRKY","CUL5",2316,657
"PRKACB","PPP1R9B",2293,2268
"PRKACG","PPP1R9B",2294,2268
"PRKX","PPP1R9B",2315,2268
"PRKY","PPP1R9B",2316,2268
"PRKCH","CYTH2",2304,670
"PRKCD","CYTH2",2301,670
"PRKCE","CYTH2",2302,670
"PRKCI","CYTH2",2305,670
"PRKCQ","CYTH2",2306,670
"PRKCZ","CYTH2",2307,670
"PRKCH","PLCB1",2304,2182
"PRKCB","PLCB1",2300,2182
"PRKCE","PLCB1",2302,2182
"PRKCG","PLCB1",2303,2182
"PRKCI","PLCB1",2305,2182
"PRKCQ","PLCB1",2306,2182
"PRKCZ","PLCB1",2307,2182
"CSNK2A3","TCF7L2",638,3013
"CSNK2A2","RNF7",637,2553
"CSNK2A3","RNF7",638,2553
"MAPK11","PPARGC1A",1640,2233
"MAPK12","PPARGC1A",1641,2233
"MAPK13","PPARGC1A",1642,2233
"PRKCH","ADD3",2304,51
"PRKCB","ADD3",2300,51
"PRKCD","ADD3",2301,51
"PRKCE","ADD3",2302,51
"PRKCG","ADD3",2303,51
"PRKCI","ADD3",2305,51
"PRKCQ","ADD3",2306,51
"PRKCZ","ADD3",2307,51
"PRKCH","HSPB8",2304,1304
"PRKCB","HSPB8",2300,1304
"PRKCD","HSPB8",2301,1304
"PRKCE","HSPB8",2302,1304
"PRKCG","HSPB8",2303,1304
"PRKCI","HSPB8",2305,1304
"PRKCQ","HSPB8",2306,1304
"PRKCZ","HSPB8",2307,1304
"CDK7","FZR1",496,1054
"CDK1","FZR1",475,1054
"CDK3","FZR1",490,1054
"CDK4","FZR1",491,1054
"CDK6","FZR1",495,1054
"CDK8","FZR1",497,1054
"CDK13","FZR1",480,1054
"CDK16","FZR1",483,1054
"CDK17","FZR1",484,1054
"CDK18","FZR1",485,1054
"CDK14","FZR1",481,1054
"CDK10","FZR1",476,1054
"CDK9","FZR1",498,1054
"CDK11B","FZR1",478,1054
"CDK19","FZR1",486,1054
"CDK15","FZR1",482,1054
"CDK20","FZR1",488,1054
"CDK12","FZR1",479,1054
"CDK11A","FZR1",477,1054
"CSNK2A3","GTF2A1L",638,1170
"MAPK10","MAPK8IP1",1639,1650
"CSNK2A2","PIN4",637,2154
"CSNK2A3","PIN4",638,2154
"CSNK2A3","CTDP1",638,643
"PRKACB","HNRNPA1",2293,1276
"PRKACG","HNRNPA1",2294,1276
"PRKX","HNRNPA1",2315,1276
"PRKY","HNRNPA1",2316,1276
"CSNK2A2","HNRNPA1",637,1276
"CSNK2A3","HNRNPA1",638,1276
"SGK2","NDRG1",2689,1839
"SGK3","NDRG1",2691,1839
"RPS6KA5","RPTOR",2592,2598
"RPS6KA4","RPTOR",2591,2598
"RPS6KB1","RPTOR",2594,2598
"RPS6KB2","RPTOR",2595,2598
"RPS6KA2","RPTOR",2589,2598
"RPS6KA6","RPTOR",2593,2598
"PRKCA","MARK2",2299,1664
"SGK2","CARHSP1",2689,367
"SGK3","CARHSP1",2691,367
"CSNK2A2","RNPS1",637,2555
"CSNK2A3","RNPS1",638,2555
"CSNK2A2","STC2",637,2906
"CSNK2A3","STC2",638,2906
"SGK2","BRAF",2689,297
"SGK3","BRAF",2691,297
"PRKACB","BRAF",2293,297
"PRKACG","BRAF",2294,297
"PRKX","BRAF",2315,297
"PRKY","BRAF",2316,297
"PRKACB","CTPS1",2293,651
"PRKACG","CTPS1",2294,651
"PRKX","CTPS1",2315,651
"PRKY","CTPS1",2316,651
"CHEK1","MCM4",552,1687
"MAP3K19","MAP2K2",1621,1608
"AKT2","YAP1",90,3323
"AKT3","YAP1",91,3323
"CSNK2A2","SSRP1",637,2888
"CSNK2A3","SSRP1",638,2888
"AKT2","PIKFYVE",90,2148
"AKT3","PIKFYVE",91,2148
"SGK1","KCNJ1",2688,1435
"SGK2","KCNJ1",2689,1435
"SGK3","KCNJ1",2691,1435
"PRKACB","CAMKK1",2293,354
"PRKACG","CAMKK1",2294,354
"PRKX","CAMKK1",2315,354
"PRKY","CAMKK1",2316,354
"DAPK2","CAMKK2",681,355
"STK17A","CAMKK2",2914,355
"STK17B","CAMKK2",2915,355
"DAPK3","CAMKK2",682,355
"PRKAA1","CASP6",2289,374
"PRKAA2","CASP6",2290,374
"PRKACB","PPP1R14A",2293,2250
"PRKACG","PPP1R14A",2294,2250
"PRKX","PPP1R14A",2315,2250
"PRKY","PPP1R14A",2316,2250
"CSNK2A3","CCNH",638,413
"PRKACB","NEDD4L",2293,1850
"PRKACG","NEDD4L",2294,1850
"PRKX","NEDD4L",2315,1850
"PRKY","NEDD4L",2316,1850
"SGK2","NEDD4L",2689,1850
"CSNK2A2","GMFB",637,1111
"CSNK2A3","GMFB",638,1111
"PRKACB","GMFB",2293,1111
"PRKACG","GMFB",2294,1111
"PRKX","GMFB",2315,1111
"PRKY","GMFB",2316,1111
"RPS6KA5","GMFB",2592,1111
"RPS6KA4","GMFB",2591,1111
"RPS6KB1","GMFB",2594,1111
"RPS6KB2","GMFB",2595,1111
"RPS6KA2","GMFB",2589,1111
"RPS6KA3","GMFB",2590,1111
"RPS6KA6","GMFB",2593,1111
"CSNK2A2","ANP32A",637,116
"CSNK2A3","ANP32A",638,116
"PRKACB","NF2",2293,1875
"PRKACG","NF2",2294,1875
"PRKX","NF2",2315,1875
"PRKY","NF2",2316,1875
"PAK3","NF2",2023,1875
"PAK6","NF2",2025,1875
"PAK4","NF2",2024,1875
"PAK7","NF2",2026,1875
"PRKACB","FXYD1",2293,1048
"PRKACG","FXYD1",2294,1048
"PRKX","FXYD1",2315,1048
"PRKY","FXYD1",2316,1048
"ABL1","PLSCR4",12,2204
"CAMK2A","KCND2",349,1429
"CAMK2B","KCND2",350,1429
"CAMK2G","KCND2",352,1429
"CAMK2D","KCND2",351,1429
"AKT2","WNK1",90,3297
"AKT3","WNK1",91,3297
"PRKACB","TNNI3",2293,3084
"PRKACG","TNNI3",2294,3084
"PRKX","TNNI3",2315,3084
"PRKY","TNNI3",2316,3084
"AKT3","AKT1S1",91,89
"MARK1","HDAC7",1663,1236
"MARK4","HDAC7",1666,1236
"AKT2","TBC1D4",90,2998
"AKT3","TBC1D4",91,2998
"CSNK2A2","PTGES3",637,2353
"CSNK2A3","PTGES3",638,2353
"PRKACB","PAH",2293,2019
"PRKACG","PAH",2294,2019
"PRKX","PAH",2315,2019
"PRKY","PAH",2316,2019
"PRKACB","GRK1",2293,1154
"PRKACG","GRK1",2294,1154
"PRKX","GRK1",2315,1154
"PRKY","GRK1",2316,1154
"CSNK2A2","EIF5",637,863
"CSNK2A3","EIF5",638,863
"AKT2","MAP3K11",90,1616
"AKT3","MAP3K11",91,1616
"CSNK2A3","SRPK1",638,2870
"CSNK2A2","ERCC3",637,916
"CSNK2A3","ERCC3",638,916
"PRKAA2","PFKFB3",2290,2107
"CAMK1","CAMK4",346,353
"CSNK2A2","PKD2",637,2168
"CSNK2A3","PKD2",638,2168
"PRKACB","CETN2",2293,538
"PRKACG","CETN2",2294,538
"PRKX","CETN2",2315,538
"PRKY","CETN2",2316,538
"AKT3","XIAP",91,3310
"PRKACB","CAPN2",2293,362
"PRKACG","CAPN2",2294,362
"PRKX","CAPN2",2315,362
"PRKY","CAPN2",2316,362
"CSNK2A2","TFPI",637,3037
"CSNK2A3","TFPI",638,3037
"PRKACA","GFPT2",2292,1089
"PRKACB","GFPT2",2293,1089
"PRKACG","GFPT2",2294,1089
"PRKX","GFPT2",2315,1089
"PRKY","GFPT2",2316,1089
"PRKACB","HRH1",2293,1292
"PRKACG","HRH1",2294,1292
"PRKX","HRH1",2315,1292
"PRKY","HRH1",2316,1292
"AKT2","ACAP1",90,19
"AKT3","ACAP1",91,19
"PRKACB","HDAC8",2293,1237
"PRKACG","HDAC8",2294,1237
"PRKX","HDAC8",2315,1237
"PRKY","HDAC8",2316,1237
"CSNK2A2","IGF2R",637,1330
"CSNK2A3","IGF2R",638,1330
"SGK2","NDRG2",2689,1840
"SGK3","NDRG2",2691,1840
"PRKACB","AKAP13",2293,82
"PRKACG","AKAP13",2294,82
"PRKX","AKAP13",2315,82
"PRKY","AKAP13",2316,82
"CSNK2A3","UBE2R2",638,3205
"PRKACB","SUN2",2293,2954
"PRKACG","SUN2",2294,2954
"PRKX","SUN2",2315,2954
"PRKY","SUN2",2316,2954
"AKT2","ZFP36L1",90,3353
"AKT3","ZFP36L1",91,3353
"PRKCA","PITPNA",2299,2162
"PRKACB","PTBP1",2293,2350
"PRKACG","PTBP1",2294,2350
"PRKX","PTBP1",2315,2350
"PRKY","PTBP1",2316,2350
"AKT2","PDCD4",90,2062
"AKT3","PDCD4",91,2062
"CSNK2A2","BIK",637,278
"CSNK2A3","BIK",638,278
"PRKCA","FGF2",2299,989
"PRKACB","FGF2",2293,989
"PRKACG","FGF2",2294,989
"PRKX","FGF2",2315,989
"PRKY","FGF2",2316,989
"CSNK2A3","XRCC1",638,3316
"CSNK2A1","TCF4",636,3012
"CSNK2A2","TCF4",637,3012
"CSNK2A3","TCF4",638,3012
"RPS6KA2","ATF4",2589,197
"PRKACB","STK24",2293,2917
"PRKACG","STK24",2294,2917
"PRKX","STK24",2315,2917
"PRKY","STK24",2316,2917
"PRKACA","PPP1R14D",2292,2253
"PRKACB","PPP1R14D",2293,2253
"PRKACG","PPP1R14D",2294,2253
"PRKX","PPP1R14D",2315,2253
"PRKY","PPP1R14D",2316,2253
"PRKCA","PPP1R14D",2299,2253
"CSNK2A2","PIP4K2A",637,2157
"CSNK2A3","PIP4K2A",638,2157
"PRKACB","GRK7",2293,1158
"PRKACG","GRK7",2294,1158
"PRKX","GRK7",2315,1158
"PRKY","GRK7",2316,1158
"AKT2","NUAK1",90,1969
"AKT3","NUAK1",91,1969
"PRKACB","SOX9",2293,2834
"PRKACG","SOX9",2294,2834
"PRKX","SOX9",2315,2834
"PRKY","SOX9",2316,2834
"RPS6KA5","NFATC4",2592,1880
